"","StationID","EventCode","SampleYear","VesselName","GearCode","Tow.Type","TrawlPreformance","HaulDate","EQ.Latitude","EQ.Longitude","Haulback.Latitude","Haulback.Longitude","AvgNetHorizontalOpening","AvgNetVerticalOpening","MWO","Notes","HaversineDistance2","Effort_area_km2"
"1539",20120801136,3,2012,"Bristol Explorer","400601","S","G","14-Sep-12",63.9823,-169.0008,63.9501,-169.0228,54.1,18.7,"329","",3.737999945,0.2022
"1540",20120801137,3,2012,"Bristol Explorer","400601","S","G","14-Sep-12",63.9817,-168.0052,63.9479,-168.0299,50.4,19,"329","",3.946996988,0.1989
"1543",20120801140,3,2012,"Bristol Explorer","400601","S","G","15-Sep-12",63.4811,-168.0028,63.4446,-168.0026,53.9,18.3,"329","",4.058633415,0.2188
"1545",20120801143,3,2012,"Bristol Explorer","400601","S","G","16-Sep-12",63.4845,-165.9985,63.452,-166.0316,54.5,17.2,"329","",3.970245552,0.2164
"1548",20120801146,3,2012,"Bristol Explorer","400601","S","S","17-Sep-12",63.7707,-163.5409,63.7724,-163.5075,52.8,NA,"","Spectacled eiders seen recently but not while setting the net. Trawling towards station with swell. 15 Isopoda 139g in catch. 201 Crangonid shrimp in catch. Not quantitative. 6 hemlet crab 740g. 7629g pandalid shrimp in catch.",1.652219477,0.0872
"1549",20120801147,3,2012,"Bristol Explorer","400601","S","G","18-Sep-12",63.7641,-164.5197,63.7791,-164.5748,58.4,14,"329","Good tow in shallow water, setbacks worked very well. 0,2,6, 30 Crangonid shrimp in trawl.",3.180246456,0.1857
"1552",20120801150,3,2012,"Bristol Explorer","400601","S","G","19-Sep-12",63.0631,-167.715,63.0258,-167.7269,53,18.8,"329","",4.190724984,0.2221
"1554",20120801152,3,2012,"Bristol Explorer","400601","S","G","19-Sep-12",62.4848,-167.9827,62.4514,-167.9704,50,19.4,"329","",3.767341649,0.1884
"1558",20120801157,3,2012,"Bristol Explorer","400601","S","G","21-Sep-12",61.9828,-169.0128,61.9455,-169.019,53.6,17.9,"329","",4.16021622,0.223
"1559",20120801158,3,2012,"Bristol Explorer","400601","S","G","21-Sep-12",61.48,-169.0151,61.4455,-169.0084,55.9,18.5,"329","",3.852705823,0.2154
"1570",20130801002,3,2013,"Bristol Explorer","400601","S","G","07-Aug-13",66.0301,-168.4778,66.0741,-168.4519,43.05,20.52,"254.934279313","winds N 20 ktsswell N 5ft with 3 ft seaspartly cloudy 50%During deployment HR was deep as 17-19 m.  Thus  stop wire out and bring HR to surface before continuing to pay out....",5.030300074,0.2166
"1573",20130801009,3,2013,"Bristol Explorer","400601","S","G","09-Aug-13",66.4719,-167.2471,66.4334,-167.2393,43.06,19.73,"251.165298303","swell N 8ft seas 2-3 ft.  Winds N15 100% cloud",4.295011285,0.1849
"1575",20130801012,3,2013,"Bristol Explorer","400601","S","G","09-Aug-13",67.0243,-168.4857,67.0657,-168.4802,43.51,20.81,"281.497536946","Swell N 8 ft  seas 2 ft  Wind N 15 kts  fog",4.609652247,0.2006
"1576",20130801014,3,2013,"Bristol Explorer","400601","S","G","10-Aug-13",66.9754,-167.224,66.9368,-167.2401,43.21,20.58,"261.719264544","swell NE 4 ft  seas 2 ft   wind NE 10 kts  cloud 90%",4.348960796,0.1879
"1577",20130801017,3,2013,"Bristol Explorer","400601","S","G","10-Aug-13",67.0116,-166.0023,67.0198,-166.0898,44.42,19.11,"240.959038777","Wind NW 15 kts  Swell N 3-4 ft  seas 1-2  fog",3.907075147,0.1736
"1578",20130801019,3,2013,"Bristol Explorer","400601","S","G","11-Aug-13",67.0022,-164.7019,66.9984,-164.7888,46.9,18.87,"284.9","seas flat  winds light/variable  95% cloud. seal & porpoise sited earlier are gone.",3.799101914,0.1782
"1580",20130801025,3,2013,"Bristol Explorer","400601","S","G","11-Aug-13",67.5182,-165.8637,67.5583,-165.8443,47.95,19.76,"294.633296764","Swell 0  seas 3-4 ft  Wind NW 15 kts 100% cloud.~ 4.8 kts",4.534455384,0.2174
"1581",20130801027,3,2013,"Bristol Explorer","400601","S","G","12-Aug-13",67.516,-167.1896,67.5465,-167.2406,50,18,"280","swell nw 4 ft  seas 2  wind nw 10 kts.  95% cloud",4.024824735,0.2012
"1582",20130801029,3,2013,"Bristol Explorer","400601","S","G","12-Aug-13",67.5193,-168.4764,67.5563,-168.477,49.19,21.4,"254.507790762","winds NW 10  swell NW 3 ft  cloud 98%",4.114297772,0.2024
"1583",20130801030,3,2013,"Bristol Explorer","400601","S","G","12-Aug-13",68.0203,-168.4394,68.0492,-168.3704,52.14,15.24,"301.615882353","running to get farther away from several grey whales currently at 3/4 nmi away.  Swell W 3 ft  Wind W 10 kts. 100% cloud  good vis. No whales seen when shooting doors.  ",4.308457407,0.2246
"1584",20130801034,3,2013,"Bristol Explorer","400601","S","G","13-Aug-13",67.9873,-167.1879,67.9527,-167.1953,50.4,18.8,"261.814763231","sunny  clouds 10%  No Wind  No Swell  beautiful day",3.859710638,0.1945
"1585",20130801037,3,2013,"Bristol Explorer","400601","S","G","14-Aug-13",67.9819,-165.8727,67.9518,-165.9344,42.54,19.41,"262.973244147","Wind NW 15 kts  Seas 3ft  sunny.  Only headrope SBE used due to depth. Ships speed 4.5 kts.",4.222138059,0.1796
"1586",20130801038,3,2013,"Bristol Explorer","400601","S","G","14-Aug-13",68.5284,-167.1358,68.5735,-167.135,39.96,22.51,"250.072104677","Winds N 20kts  Swell NW 3 ft  Sunny  Cloud 50% ship spd = 5.2 kts",5.015004635,0.2004
"1587",20130801041,3,2013,"Bristol Explorer","400601","S","G","14-Aug-13",68.5148,-168.486,68.5504,-168.4513,48.01,22.06,"255.634626194","swell NE 5 ft  wind NE 20 kts.  100% cloud very light ""jellyfish"" layer ~ 12 m depth",4.202866124,0.2018
"1588",20130801043,3,2013,"Bristol Explorer","400601","S","G","15-Aug-13",69.0554,-165.684,69.0896,-165.6571,39.38,18.54,"191.284952274","Run N to find deeper water to set trawl. Shorten bottom setback to 17 ft for this shallow haul. Swell NE 7 ft  winds NE 25 kts  seas 4 ft. Cloud 80%",3.9501027,0.1556
"1589",20130801047,3,2013,"Bristol Explorer","400601","S","G","15-Aug-13",69.0391,-166.9506,69.0506,-166.8533,42.95,19.03,"237.929326656","Swell NE 7 ft  seas 4 ft. Wind NE 25 kts cloud 100%.  2nd attempt. Previous had WesMar clip undone  and kite float undone and hooked in web. Sta 47 has thick footrope Wesmar image on stbd side?",4.075200054,0.175
"1590",20130801050,3,2013,"Bristol Explorer","400601","S","G","16-Aug-13",69.5135,-164.1786,69.5361,-164.1095,44.33,16.06,"218","Swell ENE 5 ft  seas 2 ft  Wind ENE 15 kts  100% clouds  Remove about 8 ft of setback in the bottom bridle (thus  17 ft setback).ship spd 3.9 kts",3.679553416,0.1631
"1591",20130801054,3,2013,"Bristol Explorer","400601","S","G","16-Aug-13",69.5132,-165.6038,69.539,-165.5355,47.76,20.99,"244.612430939","Swell NE 5 ft  Seas 2-3 ft  Wind NE 20 kts  cloud 100% ship spd 4.3 kts",3.909852391,0.1867
"1592",20130801059,3,2013,"Bristol Explorer","400601","S","G","17-Aug-13",69.4991,-167.1165,69.4995,-167.0124,43.02,19.74,"235.51343033","Swell NE 2 ft  seas 1-2 ft  Wind NE 15 kts  cloud 100% ",4.054169865,0.1744
"1593",20130801067,3,2013,"Bristol Explorer","400601","S","G","22-Aug-13",70.0044,-166.985,70.0182,-166.895,49.87,21.66,"244.015217391","Performed surface trawl before oceanography at this station;  did not want to break from sorting/processing Marinovich catch.",3.749325112,0.187
"1594",20130801069,3,2013,"Bristol Explorer","400601","S","G","23-Aug-13",70.0219,-165.5834,70.0588,-165.5653,48.2,18.15,"238.434112949","Winds NNE 15kts  seas NNE 4ft sea and swell. Ships speed 4.5kts. ",4.160220114,0.2005
"1595",20130801073,3,2013,"Bristol Explorer","400601","S","G","23-Aug-13",70.0217,-164.1084,70.0565,-164.0961,49.23,19.06,"270.587634714","Eastern most edge of 70N line.  Winds NNE 10 to 15kts. Seas 3ft. Ships speed 4.5kts. ",3.897656012,0.1919
"1597",20130801075,3,2013,"Bristol Explorer","400601","S","G","24-Aug-13",70.5196,-161.0433,70.5539,-161.0858,46.15,17.17,"239.759803922","Adjust setbacks for shallow water. nSetbacks 0_13_17. Winds are N10 with seas at 1ft swell. Ships speed 4.5kts. 18g  Themisto libellula in catch.",4.126261876,0.1904
"1599",20130801101,3,2013,"Bristol Explorer","400601","S","G","28-Aug-13",71.0034,-162.4028,71.0011,-162.5188,53.15,17.19,"261.365758755","Towing in dense fog. Winds are E15kts. Seas are 4 to 5ft. Ships speed 4.5kts.",4.206685404,0.2236
"1600",20130801103,3,2013,"Bristol Explorer","400601","S","G","28-Aug-13",70.9951,-160.8884,70.988,-160.99,48.98,21.48,"240.581352834","Winds NW 15kts. Seas NW 3 to 4 feet. Dense Fog. Ships speed 4.5kts. 1g  Themisto libellula in catch. 1 gram 'krill' in catch. 1 unident shrimp 1g in catch.",3.763396394,0.1843
"1601",20130801106,3,2013,"Bristol Explorer","400601","S","G","28-Aug-13",70.9993,-159.3529,70.9986,-159.4449,45.27,22.1,"245.872086413","Winds are SW15kts. Seas are SW 3ft. Ships speed is 3.9kts. 1 unident shrimp 1g in catch.",3.331631895,0.1508
"1602",20130801110,3,2013,"Bristol Explorer","400601","S","G","29-Aug-13",71.0276,-157.7847,71.061,-157.8272,45.96,19.46,"230.980709396","1g  Themisto libellula in catch.",4.018674183,0.1847
"1603",20130801111,3,2013,"Bristol Explorer","400601","S","G","29-Aug-13",71.4984,-157.5283,71.4948,-157.6391,48.32,21.28,"233.298273657","Winds are W15kts. Seas W4ft.",3.930456139,0.1899
"1604",20130801115,3,2013,"Bristol Explorer","400601","S","G","30-Aug-13",71.4947,-158.9738,71.4891,-158.8444,46.7,20.85,"239.588235294","Winds are W10kts. Seas are W3ft.",4.609762953,0.2153
"1605",20130801117,3,2013,"Bristol Explorer","400601","S","G","30-Aug-13",71.497,-160.5437,71.4986,-160.4172,46.72,21.51,"235.05509182","Winds are E 5 to 10kts. Seas are flat and calm. Ships speed 4.5kts. 1g  Themisto libellula in catch.",4.467319801,0.2087
"1606",20130801119,3,2013,"Bristol Explorer","400601","S","G","31-Aug-13",71.3288,-162.2201,71.2934,-162.2507,46.47,19.68,"234.437731196","Seas are flat calm. Winds are E5 kts. Station is 9 miles south of target position due to ice cover. Ice debris field is just North of trawl position.",4.084510681,0.1898
"1607",20130801136,3,2013,"Bristol Explorer","400601","S","G","04-Sep-13",72.0027,-157.0125,72.0152,-156.8948,45.51,22.54,"223","",4.274651389,0.1945
"1608",20130801140,3,2013,"Bristol Explorer","400601","S","G","05-Sep-13",71.997,-158.7417,71.9964,-158.6266,46.72,22.32,"244.138181818","Winds are ENE 20kts. Seas are ENE 8ft.  1g  Themisto libellula in catch.",3.956234233,0.1848
"1609",20130801153,3,2013,"Bristol Explorer","400601","S","G","10-Sep-13",64.9987,-168.9717,64.9845,-168.8895,48.44,20.33,"258.186194896","Winds are NW15kts. Seas are NW2ft. Foggy. ",4.174205623,0.2022
"1614",20130801158,3,2013,"Bristol Explorer","400601","S","G","13-Sep-13",64.4836,-169.0097,64.4495,-169.049,49,20.5,"256","overcast  seas 4ft  SW20",4.233842289,0.2075
"1615",20130801159,3,2013,"Bristol Explorer","400601","S","G","13-Sep-13",64.4798,-170.0237,64.4441,-170.0492,49.5,21,"256","",4.153614022,0.2056
"1616",20130801160,3,2013,"Bristol Explorer","400601","S","G","14-Sep-13",63.998,-169.9157,64.0011,-169.8199,51.16,20.41,"266.444931507","",4.68252421,0.2396
"1617",20130801161,3,2013,"Bristol Explorer","400601","S","G","14-Sep-13",64.021,-169.0014,64.0567,-168.9899,48.62,21,"274","N15  seas 3-4ft1g  Themisto libellula in catch.",4.008940076,0.1949
"1629",20130801174,3,2013,"Bristol Explorer","400601","S","G","18-Sep-13",63.4665,-167.9651,63.4262,-167.9546,49.5,19.5,"274","",4.511456022,0.2233
"1664",20140308024,3,2014,"Oscar Dyson","400601","S","G","22-Aug-14",55.027,-164.992,55.071,-164.977,55.5,14.5,"200","Footrope based on ITI sensor 20m.  Vessel speed 4.1kts.",4.985016652,0.2767
"1678",20140308054,3,2014,"Oscar Dyson","400601","S","G","27-Aug-14",54.991,-167.024,54.972,-167.072,55.5,14.5,"200","FR depth 23-27m. Vessel speed 3.9kts.",3.720787914,0.2065
"1679",20140308055,3,2014,"Oscar Dyson","400601","S","G","27-Aug-14",55.502,-167.017,55.511,-167.07,55.5,14.5,"200","FR depth 21-25m based on ITI.  Vessel speed 3.5-4.0kts.  30+kt headwind with swell.",3.484285068,0.1934
"1681",20140308060,3,2014,"Oscar Dyson","400601","S","G","28-Aug-14",56.512,-167.001,56.545,-166.989,55.5,14.5,"200","FR depth 22-24m.  Vessel speed 3.9-4.0kts.",3.742506424,0.2077
"1688",20140308074,3,2014,"Oscar Dyson","400601","S","G","31-Aug-14",55.03,-167.99,55.066,-167.976,55.5,14.5,"200","FR depth 22-26m.  Vessel speed 3.9-4.1kts.  Last trawl... yee haaahh!!",4.101166872,0.2276
"1715",20140308122,3,2014,"Oscar Dyson","400601","S","G","16-Sep-14",56.993,-171.957,56.98,-171.902,55.5,14.5,"187.5","",3.632119404,0.2016
"1723",20140308212,3,2014,"Oscar Dyson","400601","S","G","29-Sep-14",58.467,-173.001,58.435,-172.976,55.5,21.3,"195","",3.844046026,0.2133
"1726",20140308216,3,2014,"Oscar Dyson","400601","S","G","29-Sep-14",57.49,-172.028,57.465,-172.077,55.5,14.5,"186","",4.038390152,0.2241
"1745",20140901024,3,2014,"Alaskan Endeavor","400601","S","G","10-Sep-14",64.5301,-169.0352,64.5375,-169.1129,53,26,"332","footrope at 26 m 9 min into set 26 m 19 min into set.  rpm 1140. 9.3 and 9.4 tonnage, Setbacks:0_10_20, Good performance, not_subsampled",3.804990821,0.2017
"1795",20150901022,3,2015,"Alaskan Endeavor","400601","S","G","10-Sep-15",62.9888,-167.5633,62.9564,-167.5497,53,NA,"","2nd attempt",3.667674328,0.1944
"1847",20161501001,3,2016,"Cape Flattery","400601","S","G","28-Aug-16",59.979,-170.0425,59.9702,-170.0586,40,NA,"294","Use 40m point estimate for AvgHorizontalOpening or 35-45 Variance Estimate.  Setback 0_5_10 Fur seal headed right towards head rope. Haulback early.",1.326637436,0.0531
"1917",20171601006,6,2017,"Ocean Starr","Nor264","S","G/S","19-Aug-17",70.5662,-161.1957,70.5656,-161.2373,NA,NA,"","CHJ06. HB EARLY BC 2 WALRUES SHOWED UP.",1.540524861,NA
"1918",20171601007,4,2017,"Ocean Starr","Nor264","S","G/S","11-Aug-17",70.9671,-159.187,70.9664,-159.1722,NA,NA,"","CHK07  120LB TOM WEIGHTS ON EA SIDE  REMOVED SETBACK   ABORTED EARLY BC FISHING DEEP IN SHALLOW WATER ",0.542301341,NA
"1919",20171601007,5,2017,"Ocean Starr","Nor264","S","G/S","11-Aug-17",70.9815,-159.2053,70.9893,-159.2343,NA,NA,"","REDO OF SURFACE TRAWL. REMOVED TOM WEIGHTS TO FLOAT NET HIGHER IN WATER",1.362371202,NA
"1921",20171601011,1,2017,"Ocean Starr","Nor264","S","G/S","13-Aug-17",71.4878,-157.5423,71.4964,-157.5091,NA,NA,"","CHL08  FS70 NOT GIVING US A PICTURE  EVERYTHNG ON THE NET LOOKS GOOD FOM THE VESSEL",1.512529138,NA
"1922",20171601015,3,2017,"Ocean Starr","Nor264","S","G/S","16-Aug-17",71.5806,-153.9785,71.6012,-153.9427,NA,NA,"","BFL10",2.612912741,NA
"1923",20171601021,3,2017,"Ocean Starr","Nor264","S","G/S","18-Aug-17",70.9991,-160.6949,70.9962,-160.6133,NA,NA,"","CHK06",2.971946858,NA
"1924",20171601085,6,2017,"Ocean Starr","Nor264","S","G/S","12-Sep-17",70.5124,-162.4189,70.5266,-162.4702,NA,NA,"","",2.472229663,NA
"1925",20171601086,6,2017,"Ocean Starr","Nor264","S","G/S","13-Sep-17",70.0219,-164.0228,70.04,-164.0251,NA,NA,"","set out the first time to 180m warp out but stbd wing buoy fouled with 3rd wire inch.  Out for 15 min (shoot doors to Haul back).",2.014525629,NA
"1926",20171601090,7,2017,"Ocean Starr","Nor264","S","G/S","19-Sep-17",69.5364,-164.2539,69.5365,-164.254,NA,NA,"","ch-h04fishing equipment issues, and then a walrus spotted 15 minutes into tow.",0.011779483,NA
"1927",20171601090,8,2017,"Ocean Starr","Nor264","S","G/S","19-Sep-17",69.5559,-164.3311,69.5485,-164.3741,NA,NA,"","",1.862067984,NA
"1928",20171601091,2,2017,"Ocean Starr","Nor264","S","G/S","20-Sep-17",69.5089,-165.6518,69.5066,-165.5996,NA,NA,"","",2.048033756,NA
"1929",20171601095,6,2017,"Ocean Starr","Nor264","S","G/S","21-Sep-17",68.9992,-167.0538,68.9832,-167.0415,NA,NA,"","WIND CAUSED BOAT MANUVERING DIFFICULTIES WHILE FISHING",1.845454695,NA
"1930",20171601097,6,2017,"Ocean Starr","Nor264","S","G/S","23-Sep-17",68.4955,-167.1072,68.4863,-167.1389,NA,NA,"","BUOYS ON KITE WOUND UP",1.648273162,NA
"1931",20171601099,6,2017,"Ocean Starr","Nor264","S","G/S","24-Sep-17",67.9502,-165.7999,67.9339,-165.8218,NA,NA,"","INCREASED SPEED IN WATER 15MIN IN TO INCREASE SPREAD",2.03012851,NA
"1932",20171601100,2,2017,"Ocean Starr","Nor264","S","G/S","25-Sep-17",67.9876,-167.1705,67.9667,-167.1817,NA,NA,"","",2.370432801,NA
"1934",20171601105,5,2017,"Ocean Starr","Nor264","S","G/S","26-Sep-17",66.9338,-164.7483,66.9198,-164.7781,NA,NA,"","",2.02727578,NA
"1935",20171601106,5,2017,"Ocean Starr","Nor264","S","G/S","27-Sep-17",67.0307,-165.8881,67.0159,-165.891,NA,NA,"","",1.650494581,NA
